Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2003-01-02,59.82052230834961,59.97160302637473,58.15865946741202,58.362285424714464,44516300
2003-01-03,60.00445556640625,60.02416066163814,59.446122818471274,59.7154391505572,32222600
2003-01-06,61.06197738647461,61.41011393762579,59.88619214010883,59.932172344761504,40984500
2003-01-07,60.91094207763672,61.33133423056857,60.562800284345556,61.02260764700023,38640400
2003-01-08,60.03071975708008,60.69415290730473,59.80738870319392,60.562777277253,38702200
2003-01-09,60.96345138549805,61.20649249149003,60.0438472254566,60.31315844047822,34804900
2003-01-10,61.127708435058594,61.50869042249297,60.30006413176761,60.39858963587116,37768900
2003-01-13,61.108001708984375,61.65319953738462,60.72045470589726,61.44300344843719,31649900
2003-01-14,61.305023193359375,61.63345468371943,60.70071045384892,60.88463128661586,30733000
2003-01-15,60.69416809082031,61.46269692587698,60.37230648674402,61.44299182930668,33511800
2003-01-16,60.444515228271484,61.04226280726248,60.07010361676542,60.75981159076032,44812100
2003-01-17,59.551212310791016,60.628467416653535,59.21621071949601,59.76797332965922,35618300
2003-01-21,58.62502670288086,59.72198678409298,58.42796578500694,59.68914663875887,36826200
2003-01-22,57.91564178466797,58.98633227872174,57.80397621518683,58.30975880202301,42286500
2003-01-23,58.27032470703125,58.71042177906914,57.77110735032701,58.29659983227545,55919800
2003-01-24,56.73982620239258,58.25061316200373,56.601885568744684,58.191492883887676,68633900
2003-01-27,55.964725494384766,57.0157103016611,55.504923399801605,56.31286709338856,57884400
2003-01-28,56.37855911254883,56.75297086605242,55.918751951679496,56.24718349024292,46929100
2003-01-29,56.805503845214844,57.26530585482961,55.68226391471896,56.10922578734185,53712200
2003-01-30,55.45893096923828,57.06824295711327,55.439225885450846,57.009127705750956,49845900
2003-01-31,56.529640197753906,56.6281706710005,55.275034206916,55.275034206916,55317000
2003-02-03,56.641326904296875,57.02230382532106,56.43769586508435,56.58220659889018,39696000
2003-02-04,56.08295822143555,56.325999322933654,55.37355002701592,56.036978014283655,43633400
2003-02-05,55.73482894897461,56.84492911030644,55.4917928271214,56.32600669795213,55270600
2003-02-06,55.472068786621094,55.76109006048719,54.94658148405179,55.419523564390445,53638000
2003-02-07,54.7955207824707,55.82679569010118,54.49993438028073,55.774250448723095,43165000
2003-02-10,55.18306350708008,55.2618838618464,54.2897294023029,54.82178684284405,45455900
2003-02-11,54.802120208740234,55.7545702479253,54.408003123955744,55.41957348216733,46861000
2003-02-12,53.928466796875,54.926901650249036,53.921896761776004,54.624745184784594,35873600
2003-02-13,54.09266662597656,54.29629756218652,53.20590258518356,53.96129603158758,57934100
2003-02-14,55.27504348754883,55.30788364316616,53.74455091235845,54.105827704431334,59580900
2003-02-18,56.247215270996094,56.358885865919035,55.432705998356404,55.52466648019619,39492700
2003-02-19,55.95159149169922,56.14208236631382,55.360413779355135,56.04355191234529,31432000
2003-02-20,55.393280029296875,56.109258578623184,55.20935911796421,55.97131789512368,29280100
2003-02-21,55.95159149169922,56.31943317428352,54.821786310656535,55.42609907817846,60955800
2003-02-24,55.045162200927734,55.83339638053525,54.90721645859926,55.787416136915986,30628600
2003-02-25,55.4852180480957,55.498353102964124,54.0072763077845,54.48678348821953,56770600
2003-02-26,54.67729568481445,55.5246498811397,54.57220017047453,55.18964821946021,37787200
2003-02-27,55.399810791015625,55.66912696709753,54.62471743304145,54.97941896468873,51126000
2003-02-28,55.76765823364258,55.984424181816614,55.28158111681537,55.485207001270155,43666800
2003-03-03,55.23564910888672,56.34575002352566,54.9926128221107,56.00418320981333,42923100
2003-03-04,54.35543441772461,55.18308352324809,54.28974909443806,55.143668320101014,31440500
2003-03-05,54.81523513793945,54.874355435249264,54.09925661492015,54.26347242421472,43974700
2003-03-06,54.35543441772461,54.86121691964683,54.171513507934705,54.43425981254982,41217700
2003-03-07,54.72983932495117,55.16993644771516,53.488368330008996,53.606603901501984,63538000
2003-03-10,53.41611862182617,54.42768861555755,53.27160790679757,54.25690276948113,41014100
2003-03-11,52.89060974121094,53.86276924482162,52.86433962971931,53.521202669290304,48102700
2003-03-12,53.24534225463867,53.271617390364064,52.14181161152062,52.798674970246374,62459800
2003-03-13,55.08454132080078,55.11738648119516,53.554049057431655,53.9810110852192,72117800
2003-03-14,55.26192092895508,55.68231314124527,54.74956823344333,55.30790117056587,63951800
2003-03-17,57.00258255004883,57.114248081219294,54.664151372747114,54.82179712330942,88217500
2003-03-18,57.33759307861328,57.377003269520344,56.67415980002098,57.24563262551757,50792300
2003-03-19,57.77769088745117,57.909066544375314,56.936906729012215,57.33102367684687,49630800
2003-03-20,57.90251159667969,58.19152809428585,56.720155433612945,57.363883791609325,67321600
2003-03-21,59.13840866088867,59.276905504086535,57.99085979462459,58.56463674359393,71165300
2003-03-24,57.17304992675781,58.12933952856662,56.94881341447914,58.05019634217301,65398900
2003-03-25,57.720462799072266,58.20850508857879,57.00819397444729,57.20604446896949,61040100
2003-03-26,57.4303092956543,57.93813134937581,57.24564673066465,57.74687225515725,45740800
2003-03-27,57.47643280029297,57.812785100899085,56.711396984274934,56.98179913597318,53120200
2003-03-28,57.186241149902344,57.56216250093169,56.882866465885094,57.0279597999093,32583000
2003-03-31,55.887020111083984,57.10711575110152,55.662788548039394,56.28932265106395,61119500
2003-04-01,56.744361877441406,56.97518986280577,55.99911580135852,56.223347263806,53574000
2003-04-02,58.116146087646484,58.544824470156286,57.70724721029708,57.733628269965365,50431200
2003-04-03,57.83917999267578,58.68995077648706,57.80620742330858,58.61081258466539,48755500
2003-04-04,58.182125091552734,58.42614120914053,57.78641906352037,58.320621949780296,36250100
2003-04-07,58.07000732421875,59.91663706923803,58.017245180501774,59.58028469263605,69776200
2003-04-08,58.16231918334961,58.46569386114172,57.84575145818599,58.234865848873085,39712700
2003-04-09,57.39728927612305,58.76247798061348,57.22581486459887,58.2744408434626,55647300
2003-04-10,57.7138786315918,57.793016826777325,56.52675538705201,57.43687985341539,41812400
2003-04-11,57.47643280029297,58.49867268754954,57.28517384628846,58.142540877112275,47730100
2003-04-14,58.663570404052734,58.69654800549007,57.377524454804906,57.687495794284004,36711700
2003-04-15,59.21096420288086,59.21096420288086,58.31402781893883,58.59102154677157,49709800
2003-04-16,58.20189666748047,59.39561101165798,58.05680331547953,59.2966883004519,51788000
2003-04-17,59.06586837768555,59.17139266870529,58.16234053628596,58.23488722844324,37403100
2003-04-21,59.12520980834961,59.46156209830053,58.7360953882743,59.263706626170894,32052700
2003-04-22,60.23977279663086,60.38486611917832,58.623971773729735,58.76246857297786,59763600
2003-04-23,60.79375076293945,60.90586647436061,60.17380854173946,60.424426051588895,44227100
2003-04-24,60.25297546386719,60.72782458377913,59.989169838174575,60.36509121949256,49692400
2003-04-25,59.50772476196289,60.32551761176166,59.36922291931597,60.213401864545986,43917200
2003-04-28,60.53654861450195,60.800354166040485,59.5538780924851,59.64620928077273,46432900
2003-04-29,60.747615814208984,61.20268044284501,60.279363167089386,60.767400357771535,52017100
2003-04-30,60.615726470947266,61.05100160310838,60.285970600771314,60.615726470947266,48709100
2003-05-01,60.60911560058594,61.156511423130354,59.685798376275585,60.622303618334705,50240400
2003-05-02,61.473079681396484,61.64455411756019,60.3387188496089,60.38488446338284,50201500
2003-05-05,61.354408264160156,61.84904232631131,61.004867665308474,61.64459519075909,35437800
2003-05-06,61.93474578857422,62.24471205909734,61.33458772999077,61.360968801632616,44401000
2003-05-07,61.591793060302734,62.0864268015719,61.31479937279391,61.61157760488556,41413100
2003-05-08,60.97185516357422,61.552228684712574,60.859739381236125,61.01802078169431,40570700
2003-05-09,61.81605911254883,61.86222474914479,61.07740389533646,61.22249733368862,33608100
2003-05-12,62.5744743347168,62.732760780826965,61.51925651902626,61.66434991212285,35662300
2003-05-13,62.462345123291016,62.772316390735995,62.165566906025255,62.34363283004984,39253600
2003-05-14,62.33045196533203,62.81189268696786,61.93474595300361,62.71296492596702,32195100
2003-05-15,62.726158142089844,62.871251521048094,62.15897767798485,62.5810647631316,43879200
2003-05-16,62.56789016723633,62.95040321094354,62.165587541691195,62.58107819011891,38905000
2003-05-19,61.10375213623047,62.27108548084656,60.89270862069694,62.09301955873283,41606000
2003-05-20,60.97846603393555,61.35438759325156,60.40468890374745,61.215890706311576,55404600
2003-05-21,61.10375213623047,61.25543698994322,60.615714949998114,60.74761526032871,49333800
2003-05-22,61.71049118041992,62.0270589160321,61.12352634484648,61.30159223685283,38421800
2003-05-23,61.8358268737793,61.980920272728376,61.42692775234786,61.68413694805736,26155900
2003-05-27,62.91740798950195,63.20758967354622,61.3807447455188,61.5324346282828,43719200
2003-05-28,63.09550094604492,63.62311246768294,62.93721950222406,63.214213286829654,37727100
2003-05-29,62.93060302734375,63.85392038170767,62.706371472312036,63.233977795038,50844200
2003-05-30,63.939674377441406,64.0320056375645,63.02295327216472,63.247189926518175,52529500
2003-06-02,64.20345306396484,64.9289148154865,63.754984976022946,64.32216535288104,50305500
2003-06-03,64.4672622680664,64.5266158999637,63.87370079072119,64.07155629372774,38254500
2003-06-04,65.39716339111328,65.52246715579378,64.34853747944645,64.40789613149383,49360700
2003-06-05,65.7203369140625,65.7203369140625,64.81020761699536,65.0146596499881,46262400
2003-06-06,65.46310424804688,66.87445826900532,65.37736454410621,66.21494685615846,60356800
2003-06-09,64.79705047607422,65.35763463925193,64.48048251935248,65.13999448348554,37808500
2003-06-10,65.45655822753906,65.46315475562541,64.75747720068627,64.9355432056043,29965900
2003-06-11,66.14900970458984,66.20836332819275,65.10038373587469,65.3971669489105,37610200
2003-06-12,66.35346221923828,66.5447211862918,65.70054714665852,66.44579344034354,36442000
2003-06-13,65.66098022460938,66.44580072168127,65.25867770356199,66.35346949045807,48628300
2003-06-16,67.04595947265625,67.07233551185207,65.8192673513847,65.92478660319232,36326300
2003-06-17,67.04595947265625,67.38890333062447,66.76236925039079,67.31635664364903,36801800
2003-06-18,66.98661804199219,67.3625395931979,66.61069649078647,66.80195553005619,35521000
2003-06-19,65.96434020996094,67.09210934034185,65.84562793474576,67.03275068689746,43551700
2003-06-20,65.81875610351562,66.5203622888183,65.80551539255616,66.44755352809615,41545000
2003-06-23,65.14361572265625,65.96436803766849,64.81266867462423,65.825365833626,34237500
2003-06-24,65.20982360839844,65.58710315390017,64.87887646147226,65.01125835015436,36213600
2003-06-25,64.5545425415039,65.8187629270602,64.5545425415039,65.21643676225116,47743400
2003-06-26,65.39511108398438,65.51425217293712,64.17722383581749,64.71997656330244,33477300
2003-06-27,64.64057159423828,65.6532686239703,64.58761886134823,65.3620336429256,54208800
